url_index,url,title,label
0,http://www.cnbeta.com/articles/tech/660147.htm,谷歌在今年年底前能够100%使用可再生能源_Google 谷歌_cnBeta.COM Google正在运营一些世界上最大的数据中心，这意味着大量的能源消耗，并且能源成本并不便宜。谷歌近年来大力关注碳足迹，该公司现在发布了年度环境报告，概述了到2017年底实现其数据中心和业务100%使用可再生能源的目标。,100.0
1,https://v.qq.com/x/page/k0372antzov.html?ref_vid=b0024r8t8ti,赵雷《成都》终于要火了，会不会像《南山南》那样烂大街呢？_腾讯视频 赵雷《成都》终于要火了，会不会像《南山南》那样烂大街呢？,100.0
2,http://photos.caijing.com.cn/20150901/3959546_2.shtml,网传浙江孕妇被绑铁柱上 遭男子暴打_国内_图片频道首页_财经网 - CAIJING.COM.CN 据港媒报道，今日微博有网民上传了一段孕妇被缚在铁柱暴打的短片，随即被网民大肆广传并引发热议。该段全长逾1分40秒的短片中，一名身怀六甲的孕妇双手被反绑在粗大铁柱，继而遭到一名男子不断辱骂，并肆意暴打。,0.0
3,https://hongcai.163.com/article/17/0930/09/CVIP6A1I00058MJK.html,广东名嘴足彩迎爆发!连中串关狂赚 曾赢200倍奖金-网易红彩-足彩篮彩竞彩专家比分预测彩票平台 网易红彩，让你的竞彩一触即发！足彩篮彩竞彩专家比分预测彩票平台,100.0
4,http://look.huanqiu.com/article/2017-09/11275185.html,滑稽！澳奶牛半身探出高速行驶货车厢茫然四顾_博览_环球网 一头奶牛从一辆货车车厢的顶部探出身子，在车厢边缘晃来晃去，一脸茫然地看着周围。,100.0
5,http://fenqi.taoche.com/beijing/baojun560/?source=127,"北京宝骏560贷款方案_车贷|首付|分期|月供-淘车 淘车为用户提供北京宝骏560贷款方案、北京宝骏560车贷首付多少、北京宝骏560贷款分期、北京宝骏560车贷月供等最全面的线上汽车贷款信息。北京宝骏560贷款买车,汽车贷款首选淘车！。",100.0
6,http://e.huawei.com/cn/case-studies/cn/2016/201610291512,"
	华为FusionInsight助力上海联通挖掘存量经营的价值 – 华为成功故事
 随着大数据时代的来临，中国联通为解决现有应用系统数据庞大，结构多样，处理速度慢的难题，引进华为FusionInsight大数据分析平台深挖跨业务领域的新商机。",100.0
7,http://cq.cqnews.net/sz/2017-09/30/content_43031667.htm,中新互联互通项目兰渝专列首发 陈敏尔宣布发车 张国清致辞-今日重庆-华龙网 伴随着响亮的汽笛声，列车载着29个装满“重庆造”汽车的车皮，驶向兰州东川站。,100.0
8,http://www.365yg.com/group/6456971021390971406/,阳光宽频网,100.0
9,http://bbs.csdn.net/topics/392265362,MFC中C++的GDI+的双缓存-CSDN论坛,100.0
10,http://www.360doc.com/content/14/1212/10/16567409_432337668.shtml,"
犬山城旅游
 犬山城旅游",100.0
11,https://my.oschina.net/wangkang80/blog/1543369,spring boot / cloud (十八) 使用docker快速搭建本地环境 - wangkang80的个人空间 spring boot / cloud (十八) 使用docker快速搭建本地环境,100.0
12,http://video.sina.com.cn/view/251550447.html,她因拒绝娱乐圈潜规则多年不红 如今因一部戏咸鱼翻身！_新浪视频,0.0
13,http://news.hexun.com/2012-08-12/144655920.html,伦敦奥运会，吃货的地狱-新闻频道-和讯网 伦敦奥运会，吃货的地狱-新闻频道-和讯网,100.0
14,http://v.pptv.com/show/SWxf3ESqGlia7OaE.html,揭秘解放军头号主力：第四野战军_高清在线观看 - PP视频一起玩出精彩 - 原聚力视频、PPTV聚力 以习近平同志为核心的党中央引领13亿多人民万众一心、砥砺奋进，在实现中华民族伟大复兴中国梦的新长征路上，夺取了新的伟大胜利……（来源：央视、新华社、人民日报等）,100.0
15,http://photo.39.net/A/20130116/TK1500118498.html,实拍少女做人流全过程                    _39健康网_图片中心 国家人口计生委发布的一组数据显示，中国每年人工流产至少1300万，不包括1000万药物流产和在未注册私人诊所做的人流数字，位居世界第一。在中国，人流在计划生育背景下，是合法和随意的。而且，对单身女子来说，怀孕后做流产手术几乎是唯一的出路。(来源：新华网),0.0
16,https://bj.news.anjuke.com/louping-398331-pan429181.html?from=HP_HotNews?from=HP_HotNews,四大巨擘布局京西南金樾和著坐享其城_北京_楼盘评测_安居客 2017年2月，中海携手首开、保利、龙湖四雄合力，在北京市房价整体向上不断突破的大环境下，成功拿到北京首批限价商品房地块的开发权，商品房限价38994元/㎡。四大开发商于,100.0
17,http://news.ci123.com/article/112137.html,"
  已伙呆！英一对夫妇生下第二十个孩子_育儿资讯 据外媒报道，英国一对夫妇生下了他们的第二十个孩子，为“最大的小家庭”再填一名新成员。",100.0
18,https://www.zhihu.com/question/65223129/answer/229022944,如何看待 PG ONE 陌陌号曝光涉嫌吸大麻？ - 知乎,0.0
19,https://www.zhihu.com/question/65498173,知乎 - 发现更大的世界 中文互联网最大的知识平台，帮助人们便捷地分享彼此的知识、经验和见解。,100.0
20,https://my.oschina.net/editorial-story/blog/1545742,【源资讯 第46期】React 放弃专利条款将许可证改为 MIT；S.O. 推出程序员身价计算器 - 编辑部的故事 【一周源资讯（2017.9.23-2017.9.29）】近日，React 宣布放弃 React，Jest，Flow 和 Immutable.js 开源项目的专利条款，许可证将改为 MIT，但WordPress 核心 JavaScript 框架选择讨论话题持续进行……,100.0
21,https://www.souid.com/qiwen/guaishi/9556.html,珠海艺术学院王东瑶事件，勾引闺蜜男友啪啪啪 —【世界奇闻网】 珠海艺术学院王东瑶事件最近火爆，这个女孩子很不得了，不仅抢了闺蜜的男朋友，而且还直接拍了不雅照片。王东瑶事件的大尺度照片，丝毫看不出来这只是个女大学生，心机也太重了吧，不过视频中饱享艳福的男主角人品也不怎么样。,0.0
