url_index,url,title,label
0,https://baike.baidu.com/item/%E5%B8%86%E8%88%B9,帆船_百度百科 帆船是利用风力前进的船，是继舟、筏之后的一种古老的水上交通工具，已有5000多年的历史。按船桅数可分为单桅帆船、双桅帆船和多桅帆船；按船型划分有平底和尖底帆船；按首型分为宽头、窄头和尖头帆船。中国宋、元、明、清时代使用过的帆船有平底沙船、尖底的福船、广船和快速小船鸟船，以...,100.0
1,http://www.jb51.net/photoshop/563559.html,ps怎么给图文广告添加灯光效果?_脚本之家 ps怎么给图文广告添加灯光效果？ps中设计了一个广告图，想要给广告图添加灯光，该怎么添加呢？下面我们就来看看详细的教程，很简单，需要的朋友可以参考下,100.0
3,http://home.babytree.com/u1176819111/journal/show/14377443,围棋定段 - 枫爱霖2008的日记-babytree 宝宝树 围棋定段 - 枫爱霖2008的日记-babytree 宝宝树 2017年8月12日，女儿学棋两年之后终于成功晋级围棋业余组初段。 没有学过围棋，就不会知道它有多磨砺人的性子。 胜不骄，败不馁 说说容易，可是在比赛现场，多少孩子因为输棋失声痛哭。又有多少孩子能够承受连打连败的结局，愿意继续坚持学棋呢？ ,100.0
4,http://www.cnblogs.com/webRobot/p/7240841.html,数学建模_混合赌博模型 - python_backup - 博客园,100.0
5,http://blog.csdn.net/csdnnews/article/details/78062309,Java 9 正式发布，终落地 Jigsaw 项目 - CSDN博客 9 月 21 日，大家期待已久的 Java 9 终于正式发布了，本文与大家一起快速回顾一下 IntelliJ IDEA 中 Java 9 的支持，并了解 IntelliJ IDEA 2017.3 中针对 Java 9 的推出的新功能。,100.0
6,http://www.360doc.com/content/17/1011/14/42427018_694043341.shtml,"
马云：我不懂技术但欣赏技术 达摩院必须超越微软
 马云：我不懂技术但欣赏技术 达摩院必须超越微软",100.0
7,http://club.kdnet.net/dispbbs.asp?id=12450728&boardid=44,坚守岗位迎盛会　坚定信心向未来 【会员阅读】-凯迪社区 凯迪网络（www.kdnet.net），伴随中国互联网和网民共同成长，从中国第一代网络论坛发轫，凯迪以“客观、公正、理性、宽容”为宗旨，聚集了一千多万中高端注册用户，已发展成为中国最具代表性的互联网UGC （用户生成内容）平台之一，其中“猫眼看人”版块至今已连续十年在全国所有社区论坛版块中排名第一。凯迪网络全面启动新战略：专注于文化、财经、社会内容，面向互联网年轻一代打造新型服务。,100.0
8,http://jiemi.baike.com/pa/detail?id=4914?prd=shouye_jiaodian, 他是唐朝和尚、唐玄奘的得力助手，因与唐太宗的爱女淫乱，惨遭腰斩|唐太宗|和尚|高阳公主|辩机_互动百科_百科解密,0.0
10,http://news.163.com/uav/photoview/6V8S0001/2277098.html#p=CVISPS2J6V8S0001NOS,航拍：广西龙脊梯田美如画_网易新闻 金秋时节，广西龙胜各族自治县龙脊梯田进入收获季节，漫山金色的梯田如层层海浪翻滚，美不胜收。,100.0
11,http://www.iqiyi.com/v_19rr8ack18.html,"热点新闻_20170822期-女童冲出马路遭碾压身亡-资讯-高清正版视频-爱奇艺 热点新闻20170822期女童冲出马路遭碾压身亡，资讯高清视频在线观看。女童冲出马路遭货车碾压身亡 母亲以身相救节目简介：8月19日傍晚6时许，在广州市白云区永康路永泰小学附近路段，一名女童突然要走到路中间去，被身后的货车从身上压过当场身亡。
。",0.0
12,https://zhidao.baidu.com/question/434764025.html?qbl=relate_question_0&word=%B3%B1%D6%DD%BA%C3%CD%E6,潮州市有什么地方最好玩或是最繁华的？_百度知道 潮州市有什么地方最好玩或是最繁华的？逛街购物可以到新桥东路；历史古迹的可以到湘子桥、牌坊街；风景可以到凤凰洲、滨江长廊；潮州美食可以到西马路、牌坊街；晚上比较热闹的还要人民广场，重要节日会有音乐喷泉和,100.0
13,https://zhidao.baidu.com/question/589356211.html?fr=iks&word=%BC%B8%CB%EA%D1%A7%CB%B5%BB%B0&ie=gbk,人到了几岁会说话?_百度知道 人到了几岁会说话?孩子正常是几岁会说话?几岁说话才算“晚”　　小孩的语言发育有一定的规律，一般来说，孩子发出的第一个声音就是哭叫，生后一个多月，由于口形的不同，可以分别发出不同的元音（ɑ、ｏ等）和辅音（,100.0
14,http://www.jianshu.com/p/84af883a73fd,我们的318川藏骑行之旅－东达山 - 简书 第十五天，2017.09.29 荣许兵站（H4046）－东达山（H5130）－左贡（H3777） 里程：63公里 天气：晴 大师，江苏宜兴人。一次坐火车遇到了位骑行川藏线的骑友，从此萌生了自驾川藏线的想法。买了一辆suv在宜兴山区练手时多次出事，而没有长途骑行经验的机电男，开始了对山地车的改装。前轮驱动，驮包里是两块锂电池，因初次改装的原因，改装车在上大坡是还是需要他脚踩给予助力。就这样他成...,100.0
15,http://comments.caijing.com.cn/20160202/4065217.shtml,罗伯特·斯基德尔斯基：多少债务算太多？    _罗伯特•斯基德尔斯基_全球经济学家_评论频道首页_财经网 - CAIJING.COM.CN 罗伯特·斯基德尔斯基：多少债务算太多？    ,100.0
16,http://www.toutiao.com/a6470284569848316429/,天安门的设计者竟是明朝一个不到20岁的天才少年！ 天安门始建于明朝永乐十五年（1417年），最初名为“承天门”，取“承天启运、受命于天”之意，清朝初年改为“天安之门”，后简称为“天安门”，沿用至今。,100.0
17,https://www.bilibili.com/video/av6334311/,"❖当我宽衣解带 与你翻云覆雨_MAD·AMV_动画_bilibili_哔哩哔哩 youtube v=f-WPckVa0Wo  来自AsamVenko组织与发布的MEP 其主题如标题,当中有不少可爱的小男孩 注意! Song:Sergey Lazarev - Take it off",100.0
18,https://www.bilibili.com/video/av14436594/,20170913深大迎新晚会 七朵组合《咏春》_明星_娱乐_bilibili_哔哩哔哩 2017年深圳大学迎新晚会 七朵组合《咏春》 p1：饭拍by荔园 p2：录制：小X,100.0
19,http://www.toutiao.com/a6471437101689733645/,古代发明变态刑具，灌铅之刑铅液灌入体内（极度残忍） 在古代的宫廷之中，宫女和太监历来都属于卑微群体，从他们踏入皇宫的那一刻进只为主子办事，没有自由，碰见一个好的主子还行，说不定能攒钱养老若是碰见脾性爆躁主子。,0.0
20,http://news.china.com/socialgd/10000169/20170925/31512677.html,中国瓷花瓶在瑞士拍出3400万元 是估价1万倍(图)_新闻频道_中华网 此次拍卖的中国瓷花瓶国际在线专稿：据法新社9月25日报道，日前在瑞士日内瓦举行的拍卖会上，一个事先估价500~800瑞士法郎的中国瓷花瓶，最后成交价达到了500万瑞士法郎（约合人民币3400万元）的天价。,100.0
21,http://v.youku.com/v_show/id_XMzA2NzMyMTMwMA==.html?spm=a2hww.20027244.ykRecommend.5~5!4~5~5~A,生无可恋 猫咪被口臭的铲屎官强吻 54—在线播放—《萌星人de那些破事 2017》—综艺—优酷网，视频高清在线观看 萌星人de那些破事 2017 《萌星人de那些破事 》是一档娱乐搞笑类节目。节目中记录了动物们在生活中发生的种种萌事，加上诙谐幽默的配音，内容总会让人开怀大笑。,100.0
22,http://www.chinaz.com/web/2017/0928/809494.shtml,帮你搞清楚用户在瞅啥的眼动追踪是怎么回事？ - 站长之家 在过去的 10 年当中，眼动追踪技术在产品设计和测试领域获得了越来越多的认可。那么在UX设计和测试上，使用它又有何不可呢？,100.0
23,http://www.360doc.com/content/15/1026/18/19606361_508542555.shtml,"
女人看A片，为了什么？
 女人看A片，为了什么？",100.0
24,http://news.163.com/air/17/0930/09/CVIQIOBU000181O6.html,"美西南航空退役30架737经典型客机_网易航空 美西南航空退役30架737经典型客机,美西南航空 航空 经典型 客机",100.0
25,https://zb.oschina.net/project/d67bc6b7549a1890,直播间人气协议软件开发-开源中国众包平台 直播间人气协议软件开发-开源中国众包平台 (zb.oschina.net)--共享经济下的软件发布、项目发包接包、悬赏开发、雇佣开发者的服务平台。,100.0
26,http://sznews.com/photo/content/2017-10/12/content_17498025.htm,"白俄罗斯明斯克机场全面提供中文服务_深圳新闻网 深圳新闻网是立足深圳、辐射全国的综合性区域门户网站,为用户提供新闻、视频、博客、房产、汽车、财经、健康、美食、旅游、教育、时尚、娱乐、交友等20多个频道,并拥有深圳最大的门户互动社区深圳论坛,以及深圳报业集团旗下《深圳特区报》、《深圳商报》、《深圳晚报》、《晶报》、《香港商报》、《Shenzhen Daily》等系列报刊杂志电子版",100.0
27,http://finance.jrj.com.cn/2017/04/28142622403440.shtml,含糖雪碧或退出百余国饮料市场 糖的危害你意识到了吗-财经频道-金融界,100.0
28,http://www.360doc.com/content/12/0213/20/5511420_186397542.shtml,"
一爽到底[经典激情视频]
 一爽到底[经典激情视频]",0.0
29,http://www.baike.com/wiki/%E5%85%AD%E5%90%88%E5%BD%A9&prd=button_doc_entry,"六合彩_互动百科
 六合彩-六合彩（英文：Mark Six）是香港唯一的合法彩票，是少数获香港政府准许合法进行的赌博之一。香港彩票的合法化是在1958年。当年一次立法会议上，有人提议开办马票摇彩，用以筹集社会福利事业基金。为了推-liuhecai",0.0
30,http://www.cnbeta.com/articles/tech/556423.htm,[图]余承东曝万元华为Mate 9实拍样张_Huawei 华为_cnBeta.COM 下周一，华为将正式在国内发布年度旗舰Mate9。今日，余承东在微博上分享了一组Mate9保时捷设计版的实拍样张，为新机宣传造势。根据此前华为公布的欧版Mate9的价格，普通版Mate9售价699欧元起（约合人民币5230元），保时捷设计版售价1395欧元（约合人民币10430元）。消息显示，国行普通版Mate9（4GB+32GB）的售价为3399元起，保时捷设计版（6GB+256GB）9888元。,100.0
31,http://ityouknow.blog.51cto.com/8715198/1957622,技术博客那些事儿 - 纯洁的微笑 - 51CTO技术博客 写文章是一个短期没有收益，长期收益很大的一件事情，但往往是很多人坚持不下来，特别是写文章的初期，刚写完文章没有人阅读会有一种挫败感，影响了后期写文章的积极性。这篇文章我给大家分享如何提升技术博客的..,100.0
