url_index,url,title,label
0,http://www.cnbeta.com/articles/tech/620077.htm,网游“小花仙”成性侵幼女温床 七年间无人监管_视点·观察_cnBeta.COM 就在前几天，有人在微博上曝光了一件大事：某款网络游戏，已经变成了性侵幼女的大本营，长达七年之久，很多玩过此游戏的女孩子，受到了不可挽回的伤害而在事情曝光后直到今天，那些性侵者依然逍遥法外。这款游戏叫做“小花仙”，由淘米公司运营，本来是一款面向少女儿童的换装游戏、,0.0
1,https://www.bilibili.com/video/av12021085/,【BS朝日纪录片】「日本近代建筑筑·诞生秘话-甲子园酒店的回忆」【生肉】_舌尖上的旅行_纪录片_bilibili_哔哩哔哩 BS朝日纪录片 「日本近代建筑筑·诞生秘话-甲子园酒店的回忆」【生肉】,100.0
2,https://wg.1688.com/market/311.htm?spm=a260k.635.201611010307.2.2YUnr7&topCidName=%E7%AB%A5%E8%A3%85,"
            微供市场－童装
      ",100.0
3,https://www.hjenglish.com/new/p805203/,"
                张培基英译散文赏析之《黎明的眼睛》
                  _沪江英语学习网
              ",100.0
4,http://finance.sina.com.cn/money/nmetal/hjzx/2017-09-25/doc-ifymenmt6645163.shtml,美联储“缩表”美元、黄金投资机会来了？|美联储|美元|黄金_新浪财经_新浪网 近日，美联储宣布将于10月份启动缩减资产负债表（下称“缩表”）计划，引发全球关注，作为全球第二大经济体的中国，美联储此次扔下的这个重磅“武器”，不可避免对中国金融市场造成影响，对于普通投资者和市民来说，美联储的此次缩表，究竟意味着什么，又会,100.0
5,http://www.360.cn/newslist/zxzx/Leadercxjjgcl360sjN5scgrw.html,Leader创新奖结果出炉 360手机N5s成功入围,100.0
6,http://dzh.mop.com/a/171012103708030713066.html,被埋没的灵魂歌者！马云带小圆墨镜登台献唱气场强-五花八门-猫扑大杂烩-猫扑网 2017年10月11日晚，杭州，云栖音乐节的演出现场，马云一袭牛仔外套小圆墨镜登场献唱：“今天晚上唱,100.0
7,https://www.douban.com/group/topic/23493892/,"
    有没有那么一件小事，让你觉着正被这个世界温柔的爱着
",100.0
8,http://society.people.com.cn/n1/2017/0923/c1008-29553882.html,南海首次发现裸露可燃冰--社会--人民网  　　本报青岛9月22日电  （记者吴月辉）中国科学院海洋研究所22日发布消息：我国新一代远洋综合科考船“科学”号在执行中科院海洋先导科技专项中，船上搭载的“发现”号遥控无人潜水器携,100.0
9,http://www.gzmama.com/thread-4828998-1-1.html,怀着二胎宝宝的幸福生活 - 怀孕妈妈 -  广州妈妈论坛   怀着二胎宝宝的幸福生活 - 怀孕妈妈 -  广州妈妈论坛,100.0
