url_index,url,title,label
0,https://www.bilibili.com/video/av13653526/,【日语中字】精灵宝可梦剧场版{合集}_综合_动画_bilibili_哔哩哔哩 剧情集中于宝可梦和小智一行人，也可能会有传说的宝可梦为电影的特点，故事的背景是以日本外边的现实世界的地方为原型。 剧中小智一行人成员和手持宝可梦与TV一致，在EP初期的四部电影版中，剧情仍然隶属于TV的剧情延伸和补充，但是由于之后剧场版经常会与动画版出现剧情和设定上的冲突，所以制作组开始设定为电影版与动画版的剧情相对独立，但是也有部分剧场版会在动画剧集中出现彩蛋性质的联动桥段 id=51429069,100.0
1,http://v.pptv.com/show/ze9KyeImzApt61M.html?rcc_src=B3,"监控实拍男女裸身楼道内追打_高清在线观看 - PP视频一起玩出精彩 - 原聚力视频、PPTV聚力 24小时滚动报道国内时事新闻、国际最新动向,直击现场社会新闻、重大事件跟踪报道。",0.0
2,http://life.eastday.com/eastday/dfsh/n993012/n993027/u1ai10245889.html,东京涩谷、新宿警察局面向奥运会配备外语警官24小时应对-东方生活-东方网,100.0
3,https://www.douban.com/group/topic/37843785/,"
    日志《一个正在努力摆脱痛苦的滥用药品者的真实故事》
",0.0
4,http://www.jmw.com.cn/xm6566845/,"【优择教育加盟店】加盟费多少钱_中国加盟网 【中国加盟网】为您提供优择教育加盟费用,优择教育加盟条件,优择教育加盟项目网友点评及优择教育加盟项目资质审核, 优择教育加盟店,帮您选择靠谱的加盟项目,助您创业成功!",100.0
5,https://www.zhihu.com/question/22277941/answer/233971435,有没有人会喜欢一些偏门的球队？ - 知乎,100.0
6,http://bbs.qyer.com/thread-2844662-1.html,和最爱的人穿越最美好的风景（一家三口德国瑞士12天自驾游记）（多图慎入） - 德国 | 自驾 | 带孩子旅行 - 论坛 - 穷游网 穷游网论坛德国 | 自驾 | 带孩子旅行专版：和最爱的人穿越最美好的风景（一家三口德国瑞士12天自驾游记）（多图慎入）,100.0
7,http://money.163.com/17/0930/07/CVIK0U3K002580S6.html#f=post1603_tab_money,"限售AB面:抑楼市投机谋长效机制 或影响二手房供应_网易财经 限售AB面:抑楼市投机谋长效机制 或影响二手房供应,二手房 二手房供应 限售 楼市",100.0
8,http://mini.eastday.com/a/170804211853368.html,宜黄“最美妻子”邹菊英：照顾瘫痪丈夫十七载 相濡以沫为爱坚守_社会频道_东方头条 中国江西网抚州讯 通讯员报道：在宜黄县二都镇白槎村，几乎没人不知道邹菊英。十七年来，邹菊英在外面赚钱养家，在家里照顾瘫痪的丈夫、抚养三个孩子，成为家里的顶梁柱。邹菊英，用自己的行动诠释了爱情的定义，夫妻的情义，这个农村妇女的坚强和不离,100.0
9,http://news.iciba.com/study/bilingual/1576666.shtml,“四川辣酱”怎么就在美国火了？ - 双语资讯 - 英语学习站_爱词霸,100.0
10,http://www.hxw163.com/2016/guonei_0829/1012590.html,【女子洗澡】女子洗澡遭偷窥私处被看光 拍视频留下证据抓住偷拍男 巨乳翘臀遭人一览无遗_女子洗澡_今日新闻热点排行|今日国内新闻|今日中国新闻|今日国际新闻|今日最新新闻 　　出租屋的安全隐患很大，经常出现女生洗澡被猥琐男偷拍事件出现，女生一定要小心！近日一名女子洗澡遭偷窥，拍视频留下证据抓住偷拍男。女子和别的女一起合租，一个星期前出租屋搬来一名男的，没想到他竟然拿   ,0.0
11,http://photos.caijing.com.cn/20150827/3956277.shtml,杭州网络卖淫团伙21人被警方抓捕_国内_图片频道首页_财经网 - CAIJING.COM.CN 杭州网络卖淫团伙21人被警方抓捕,0.0
12,http://iask.sina.com.cn/b/pEDjuAJisD.html,专业是会计去面试的话大概要问什么问题？ - 爱问知识人 专业是会计去面试的话大概要问什么问题？：计类的笔试貌似是同一份卷子，也就是说，本科生和研究生答一样的。。但是不用太紧张（或者说紧张也没用），我个人是觉得除了平时?  ,100.0
13,http://www.iqiyi.com/v_19rrlimypo.html,有宠集锦_20160627期-一只眼神不好的河豚超搞笑-生活-高清正版视频–爱奇艺 有宠集锦20160627期，生活高清视频在线观看。一只眼神不好的河豚超搞笑节目简介：一只眼神不好的河豚。,100.0
14,http://v.youku.com/v_show/id_XMzA3ODA2Mjc4MA==.html,马云在云栖大会演讲 171011—在线播放—优酷网，视频高清在线观看 马云在云栖大会演讲 171011 ,100.0
15,http://www.qiwen007.com/qiwenyishi/152467_3.html,古代男女新婚之夜 新娘不“落红”会是什么下场-奇闻007 在古代，男权社会下，对女子贞洁看的十分重要，男子娶妻，以娶到贞节之女为乐事。而且，贞节之女被形容为能够使得丈夫养生容颜，家族兴旺的重要标志。而当时由于条件的限制，监测的唯一标准就是洞房花烛夜的“落 …,0.0
16,http://sc.chinaz.com/tupian/huangsetupian.html,黄色图片 、黄色图片大全_站长素材 黄色图片 黄色图片大全 黄色高清图片 黄色图片素材 黄色图片下载,100.0
17,http://jandan.net/2017/10/12/eating-skippy-ways.html,"
澳大利亚人吃袋鼠，太缺乏想象力 虽然味道不是特别好，不过袋鼠肉还是成为了澳大利亚人餐桌上的选择。",100.0
18,http://my.tv.sohu.com/pl/9336286/92852447.shtml,中国高铁连接世界让印度嫉妒，日本成功宰印度卖出天价新干线-千里眼视频-搜狐视频 千里眼视频：9月14日赴印度访问的日本首相安倍晋三将与印度总理莫迪会晤，而此次安倍访印的重头戏，就是出席印度新干线的开工仪式，正式启动日本在印度的高铁建设计划。,100.0
19,http://36kr.com/p/5097064.html,微博CEO说“内容可修改”能做，但这个功能会被滥用吗？_36氪,100.0
